Book|Page|Subject|Predicate|Object
Game Of Thrones|313|Torrek|is a|warrior
Game Of Thrones|313|Jaggot|is a|warrior
Game Of Thrones|313|Gur|is a|Stone Crow
Game Of Thrones|314|Gunthor|is the father of|Gunthor son of Gurn
Game Of Thrones|314|Lannister|is the father of|Tyrion Lannister
Game Of Thrones|315|Villagers|are from|Sherrer
Game Of Thrones|315|Ned Stark|is the ruler of|Iron Throne
Game Of Thrones|315|Joffrey Baratheon|and others|have gone hunting the white hart in the kingswood
Game Of Thrones|316|Joss|is an alehouse keeper|in Sherrer
Game Of Thrones|316|farmer|milk cow|Sherrer
Game Of Thrones|316|squat man with smith's muscles|prentice boy|Sherrer
Game Of Thrones|318|Septa Mordane|has daughter|Sansa beside her
Game Of Thrones|318|Sansa|was in|court
Game Of Thrones|318|Ser Edmure Tully|sent word that we should take|small force of men to find what survivors we could and bring them to the king
Game Of Thrones|318|Littlefinger|stroked|point of beard thoughtfully
Game Of Thrones|319|Tywin Lannister|is like|fox
Game Of Thrones|320|Eddard Stark|is a|Hand
Game Of Thrones|320|Eddard Stark|is Lord of|Westeros
Game Of Thrones|321|Ilyn Payne|does not trust|Varys
Game Of Thrones|321|Ilyn Payne|mislikes|executioners
Game Of Thrones|321|Ser Ilyn Payne|did not look pleased|with our silent knight
Game Of Thrones|322|Sansa|is a|girl
Game Of Thrones|322|Jeyne Poole|is a|girl
Game Of Thrones|322|Septa Mordane|is a|septa
Game Of Thrones|322|Lord Baelish|is the king’s|councillor
Game Of Thrones|322|Ser Loras|likes to ride|horses
Game Of Thrones|322|Ser Loras|likes to ride|horse
Game Of Thrones|323|Sansa Stark|was in love with|Lord Beric Dondarrion
Game Of Thrones|323|Lord Beric Dondarrion|likes hunting|especially killing part
Game Of Thrones|323|Jeyne Poole|was in love with|Lord Beric Dondarrion
Game Of Thrones|324|Alyn|carried the|Stark banner
Game Of Thrones|324|Sansa|feels proud of|Alyn
Game Of Thrones|324|Sansa|turns to|Septa Mordane
Game Of Thrones|324|Ser Gregor Clegane|burned down a holdfast and murdered a lot of people|women and children too
Game Of Thrones|325|Sansa|wears|ivory silk dress
Game Of Thrones|325|Sansa|was betrothed to|Prince Joffrey
Game Of Thrones|325|Arya|tried to spoil|everything
Game Of Thrones|325|Arya|calls Sansa|a liar
Game Of Thrones|326|Sansa Stark|is to marry|Prince Joffrey
Game Of Thrones|326|Sansa Stark|is the daughter of|Eddard Stark
Game Of Thrones|326|Joffrey Baratheon|is a|prince
Game Of Thrones|329|Lord Petyr Baelish|is a|character
Game Of Thrones|330|Robert|is merciful|to brave and honest men
Game Of Thrones|331|Cersei Lannister|sits beside|Ned Stark
Game Of Thrones|331|Cersei Lannister|is sister to|Jaime Lannister
Game Of Thrones|331|Cersei Lannister|daughter of|Tywin Lannister
Game Of Thrones|331|Jaime Lannister|shares womb with|Cersei Lannister
Game Of Thrones|332|Robb Stark|is the son of|Catelyn Stark
Game Of Thrones|332|Catelyn Stark|is in love with|Robert Baratheon
Game Of Thrones|332|Jon Snow|is the illegitimate son of|Lord Ned Stark
Game Of Thrones|332|Ned Stark|offered to Catelyn Stark|a marriage contract that would make her queen of the seven kingdoms
Game Of Thrones|333|Cersei|plays the game of|thrones
Game Of Thrones|335|Dany|is called|Rhaegao
Game Of Thrones|335|Khal Drogo|lays his hand on|Dany's arm
Game Of Thrones|336|Rhaegar Targaryen|was a|fierce warrior
Game Of Thrones|336|Khal Drogo|wife is|Dan Ares
Game Of Thrones|336|Khal Drogo|was wearing|horsehide trousers
Game Of Thrones|336|Dany|has an unborn child|moon of my life
Game Of Thrones|337|Dany|is a|khaleesi
Game Of Thrones|338|Dany|is the khal of khals|promised in ancient prophecy
Game Of Thrones|338|Rhaegar|is the father of|Dany
Game Of Thrones|339|Viserys Targaryen|is wearing|scarlet silks
Game Of Thrones|339|Ser Jorah|told|Viserys Targaryen to stop drinking
Game Of Thrones|339|Khal Drogo|said|Viserys Targaryen’s place is not on the high bench
Game Of Thrones|340|Daenerys|knows|what a drawn sword means here
Game Of Thrones|340|Dany|pleads|Viserys to put down sword and come share m y cushions
Game Of Thrones|341|Viserys Targaryen|is the brother of|Dany
Game Of Thrones|342|Stark|is a|Hand
Game Of Thrones|342|Stark|has a father|Brandon
Game Of Thrones|342|Stark|has a sister|Lyanna
Game Of Thrones|342|Stark|is in|Winterfell
Game Of Thrones|342|Cayn|helped|Stark
Game Of Thrones|342|Tomard|escorted|Stark
Game Of Thrones|342|Robert|commands|presence
Game Of Thrones|343|Robert|is king of|Westeros
Game Of Thrones|343|Ned Stark|is brother of|Eddard Stark
Game Of Thrones|343|Ned Stark|is in|Winterfell
Game Of Thrones|343|Ned Stark|is suffering from|pain and grief
Game Of Thrones|343|Robert Baratheon|killed the|Bastard
Game Of Thrones|344|Robert of House Baratheon|is the First of his Name|King of the Andals and all the rest - … upon my death
Game Of Thrones|344|Eddard of House Stark|Lord of Winterfell and Hand of the King|to serve as Lord Regent and Protector of the Realm until my son Joffrey does come of age
Game Of Thrones|344|Say whatever you need to. Protect and defend|gods old and new|you have the words. Write. I’ll sign it. You give it to the council when I’m dead.
Game Of Thrones|345|Grand Maester Pycelle|"has two days of time)
(Renly"|is young and handsome
Game Of Thrones|345|Renly|"is handsome)
(Ned"|is at a loss
Game Of Thrones|345|Ned|"gave his answer to Robert)
(Ned"|is a friend of Robert's
Game Of Thrones|345|Ned|"remembers the bastards)
(Barra"|is at her mother's breast
Game Of Thrones|346|Lancel|is a|squire
Game Of Thrones|346|Varys|knows|Lancel
Game Of Thrones|348|Eddard Stark|Lord of Winterfell|Protector of the Realm
Game Of Thrones|348|Lord Petyr Baelish|is clad in a blue velvet tunic with puffed sleeves|his silvery cape patterned with mockingbirds
Game Of Thrones|349|Stannis|is iron|hard and unyielding
Game Of Thrones|349|Lord Petyr|what would you have of me|then?
Game Of Thrones|350|Lord Petyr Baelish|is a|man
Game Of Thrones|350|Janos Slynt|is a|Commander of the City Watch
Game Of Thrones|351|Jon|was breaking his fast on|applecakes
Game Of Thrones|351|Samwell Tarly|was summoned to the sept|of Night's Watch
Game Of Thrones|352|Jon|is named in the light of the Seven at|the sept on Horn Hill
Game Of Thrones|352|Jon|is a|steward
Game Of Thrones|352|Samwell Tarly|is named in the light of the Seven at|the sept on Horn Hill
Game Of Thrones|352|Samwell Tarly|is a|steward
Game Of Thrones|352|Halder|is a|builder
Game Of Thrones|352|Grenn|is a|ranger
Game Of Thrones|352|Albett|is a|builder
Game Of Thrones|352|Pypar|is a|ranger
Game Of Thrones|352|Matthar|is a|ranger
Game Of Thrones|352|Dareon|is a|steward
Game Of Thrones|352|Todder|is a|ranger
Game Of Thrones|353|Maester Aemon|is arranging|crystals
Game Of Thrones|353|Bowen Marsh|requested|Jon for his personal
Game Of Thrones|353|Samwell Tarly|says|wait
Game Of Thrones|355|Jon Snow|is in|wolfswood
Game Of Thrones|355|Sam Tarly|is in|wolfswood
Game Of Thrones|356|Bowen Marsh|said to|Ghost
Game Of Thrones|356|Ghost|was back|stalking softly between two weirwoods
Game Of Thrones|356|Jon Snow|hears|Samwell Tarly’s sharp intake of breath
Game Of Thrones|357|Eddard Stark|answered|No
Game Of Thrones|358|Robert|sealed|letter
Game Of Thrones|359|Joffrey|is King of the Andals and the Rhoynar and the First Men|Lord of the Seven Kingdoms and Protector of the Realm
Game Of Thrones|359|Joffrey|called himself|king
Game Of Thrones|359|Joffrey|has twenty Lannister guardsmen waiting behind the throne with longswords hanging from their belts|crimson cloaks draped over their shoulders and steel lions crested their helms
Game Of Thrones|360|Cersei Lannister|is a|queen
Game Of Thrones|360|Cersei Lannister|is the mother of|Princess Myrcella
Game Of Thrones|360|Ser Barristan|is the Lord Commander of|Kingsguard
Game Of Thrones|360|Ned Stark|was called by Janos Slynt|Commander
Game Of Thrones|361|Tomard|was pierced by|spear
Game Of Thrones|361|Janos Slynt|slashed open|Varly’s throat
Game Of Thrones|361|Cayn|had his sword hand cut off by|Sandor Clegane
Game Of Thrones|362|Arya|is a|dead girl
Game Of Thrones|362|Arya|cheated|Syrio Forel
Game Of Thrones|363|Arya Stark|was sent for by|Lord Eddard
Game Of Thrones|364|Syrio Forel|is a|dancing master
Game Of Thrones|366|Arya|is going to saddle a horse|and flee
Game Of Thrones|366|Hullen|died of|stab wounds
Game Of Thrones|367|Arya Stark|finds|heavy woolen cloak
Game Of Thrones|367|Arya Stark|finds|velvet skirt
Game Of Thrones|367|Arya Stark|finds|silk tunic
Game Of Thrones|367|Arya Stark|finds|smallclothes
Game Of Thrones|367|Arya Stark|finds|dress her mother had embroidered for her
Game Of Thrones|367|Arya Stark|finds|silver baby bracelet
Game Of Thrones|368|Arya|tried to think of|another way
Game Of Thrones|369|Arya|remembers|crypts at Winterfell
Game Of Thrones|369|Arya|killed|stableboy
Game Of Thrones|370|Arya|is|her
Game Of Thrones|370|Arya|goes|home
Game Of Thrones|370|Winterfell|is|everything would be better once she was home again
Game Of Thrones|371|Sansa|was confined with|Jeyne Poole
Game Of Thrones|372|Queen Cersei|awaits|my lady
Game Of Thrones|372|Ser Arys Oakheart|led|Sansa two mornings past
Game Of Thrones|372|Sansa|was told by|Queen Cersei
Game Of Thrones|373|Sansa|is brought by Ser Boros|to Lord Petyr Baelish
Game Of Thrones|373|Queen Cersei|wants to do with Jeyne's father|Littlefinger will be taking her
Game Of Thrones|374|Sansa|is a|beautiful child
Game Of Thrones|374|Sansa|loves|Joffrey
Game Of Thrones|377|Sansa Lannister|is related to|Lady Catelyn Stark
Game Of Thrones|377|Sansa Lannister|is related to|Jon Snow
Game Of Thrones|377|Sansa Lannister|is related to|Cersei Lannister
Game Of Thrones|377|Sansa Lannister|is related to|Joffrey Baratheon
Game Of Thrones|377|Sansa Lannister|is related to|Lady Lysa Arryn
Game Of Thrones|377|Sansa Lannister|is related to|Lord Hoster Tully
Game Of Thrones|377|Sansa Stark|is a daughter of|Cersei Lannister
Game Of Thrones|378|Jon Snow|led|Chett
Game Of Thrones|381|dead men|are tied to horse|go mad
Game Of Thrones|382|Mormont|gave|order
Game Of Thrones|382|Mormont|wanted to know|about
Game Of Thrones|382|Old Nan|voices|needles
Game Of Thrones|382|Others|came riding|dead horses
Game Of Thrones|382|Others|feed their dead servants|children
Game Of Thrones|382|Ghost|ran streaking out|from woods
Game Of Thrones|383|Mormont|has|friends
Game Of Thrones|383|Pyp|asks|what happens
Game Of Thrones|383|Pyp|says|the king is dead
Game Of Thrones|384|Mormont|is a|old man
Game Of Thrones|385|Jon Snow|traitor's|bastard
Game Of Thrones|385|Samwell Tarly|is my brother now|so he's my father too
Game Of Thrones|385|Mormont|had high hopes for|Jon Snow
Game Of Thrones|386|Jon Snow|is guarding|door
Game Of Thrones|386|Jon Snow|is in|Lord Commander's Tower
Game Of Thrones|386|Jon Snow|has a sword|heft of steel in fist
Game Of Thrones|386|Jon Snow|heard|shriek of Mormont's raven
Game Of Thrones|386|Jon Snow|is going after|Ghost
Game Of Thrones|388|Jon|tried to shout|but his voice was gone
Game Of Thrones|388|Jon|kicked|arm away
Game Of Thrones|388|Jon|snatched|lamp from fingers
Game Of Thrones|388|Jon|flung|lamp into puddled cloth
Game Of Thrones|388|Jon|whipped|burning drapes at dead man
Game Of Thrones|389|Bran|watches|them
Game Of Thrones|389|Robb|leads|them
Game Of Thrones|390|Maester Luwin|has a bronze tube for|seeing
Game Of Thrones|390|Bran|is the brother of|Robb Stark
Game Of Thrones|390|Hodor|carries|Bran on his back
Game Of Thrones|391|Robb|ordered|portcullises
Game Of Thrones|391|Karstark men|wearing|black iron halfhelms
Game Of Thrones|391|Hodor|made his way through the dense stands of oak and ironwood and sentinels|to the still pool beside the heart tree
Game Of Thrones|391|Bran|reaching up over his head and pulling himself out of his seat|drawing the dead weight of his legs up through holes in the wicker basket
Game Of Thrones|392|Bran|thinks|godswood
Game Of Thrones|392|Bran|takes comfort from|gods
Game Of Thrones|392|Bran|prays softly|Robb won't go away
Game Of Thrones|392|Bran|asks for Gods help|Rickon understands
Game Of Thrones|392|Robb|is a|Lord
Game Of Thrones|393|Robb|is a|Lord
Game Of Thrones|393|Robb|answers each|with cool courtesy
Game Of Thrones|394|Osha|is a|wildling
Game Of Thrones|394|Bran|calls to|Summer
Game Of Thrones|396|Hodor|walks back|the way he had come
Game Of Thrones|396|Bran|asks Osha about giants|beyond Wall
Game Of Thrones|396|Osha|describes men who go out from their fires and never come back|as wights
Game Of Thrones|398|Bran|is still|Bran the Broken
Game Of Thrones|398|Bran|looks around at the faces of those who remained|women and children and old men
Game Of Thrones|399|Drogo|is a|khal
Game Of Thrones|399|Drogo|has the hair|black
Game Of Thrones|399|Drogo|has the skin|bronze
Game Of Thrones|399|Drogo|has never been cut|his hair
Game Of Thrones|399|Drogo|does not want to hear about|wooden horses
Game Of Thrones|399|Drogo|will take his bloodriders and ride in search of|hrakkar
Game Of Thrones|399|Khal Drogo|is from|Dothraki
Game Of Thrones|399|Khal Drogo|does not want to hear about|iron chairs
Game Of Thrones|399|Jhiqui|comes to find|Ser Jorah Mormont
Game Of Thrones|400|Khaleesi|is a|kha
Game Of Thrones|400|Dany|was|born in
Game Of Thrones|400|Dany|rode her|silver
Game Of Thrones|400|Irri|has|four
Game Of Thrones|400|Drogo|stayed on|horseback
Game Of Thrones|400|Donyeli|was|dead
Game Of Thrones|400|Kings|were|forgotten
Game Of Thrones|400|could still|answer|prayers
Game Of Thrones|400|and a|swift|horse
Game Of Thrones|400|handmaids|to|serve
Game Of Thrones|400|warriors|to|keep
Game Of Thrones|401|Dany|loves to play in|bazaar
Game Of Thrones|401|Eastern Market|is full of|wonder and magic
Game Of Thrones|401|Western Market|smells of|home
Game Of Thrones|401|Caravan guards|wandering|among aisles
Game Of Thrones|402|Dany|is a|khaleesi
Game Of Thrones|403|Dany Stormborn|is a|Daenerys of the House Targaryen
Game Of Thrones|403|Dany Stormborn|wil l share it together|Khal Drogo
Game Of Thrones|403|Daenerys Stormborn|is the khaleesi of|riding men
Game Of Thrones|403|Daenerys Stormborn|is the princess of|Seven Kingdoms
Game Of Thrones|403|Daenerys Stormborn|has a noble vintage|wine
Game Of Thrones|403|Doryn Medegha|told him|Ser Jorah moved closer to the stall
Game Of Thrones|403|Ser Jorah|commanded|Pou
Game Of Thrones|404|Dany|feared|for herself
Game Of Thrones|405|Dany|commanded|Ser Jorah
Game Of Thrones|405|Dany|wanted|know
Game Of Thrones|405|Dany|sobbed|half laugh
Game Of Thrones|405|Dany|hugged|protectively
Game Of Thrones|405|Ser Jorah|drew out|folded parchment
Game Of Thrones|405|Robert Baratheon|offered|lands and lordships for Dany's death or brother's
Game Of Thrones|406|Drogo|rides|red stallion
Game Of Thrones|406|Drogo|pledges gift to|Rhaega son of Drogo
Game Of Thrones|407|Catelyn|rode beside|Ser Brynden Tully
Game Of Thrones|407|Ser Wylis Manderly|leads|men
Game Of Thrones|407|unknown|is a|doctor
Game Of Thrones|407|unknown|loves|me
Game Of Thrones|407|me|loves|unknown
Game Of Thrones|408|Moat Cailin|is a|death trap
Game Of Thrones|408|Moat Cailin|is in|impenetrable bogs
Game Of Thrones|408|Moat Cailin|commands the causeway from|all sides
Game Of Thrones|408|Robb Stark|has a seat at|Gatehouse Tower
Game Of Thrones|409|Catelyn|is a|lady
Game Of Thrones|409|Roose Bolton|Lord of Dreadfort|had a small voice
Game Of Thrones|410|Catelyn|gives thanks to|Mother
Game Of Thrones|410|Robb|was born as|firstborn
Game Of Thrones|411|Robb Stark|is not certain|about what he should do
Game Of Thrones|412|Erik Derik|is a|southron lordling
Game Of Thrones|412|Ser Raymun Darry|rides with|him
Game Of Thrones|413|Robb|is a|battle commander
Game Of Thrones|413|Robb|plans to attack|Lord Tywin Lannister
Game Of Thrones|413|Greatjon|is a|battle commander
Game Of Thrones|413|Lord Frey|is a|bannerman
Game Of Thrones|413|Catelyn Stark|is a|mother
Game Of Thrones|414|Robb|commands|escape
Game Of Thrones|414|Catelyn|fights to keep herself strong|for Ned's sake and for this stubborn brave son of theirs.
Game Of Thrones|415|Tyrion|is|commander
Game Of Thrones|415|Tyrion|is in|brigands
Game Of Thrones|415|Ulf|is|commander
Game Of Thrones|415|Ulf|is|commander)<
Game Of Thrones|415|Chella|is|commander
Game Of Thrones|415|Timett|is|commander
Game Of Thrones|415|Timett|put out his own left eye with|a white-hot knife when he reached the age of manhood
Game Of Thrones|415|Shagga|is|commander
Game Of Thrones|415|Connn|is|commander
Game Of Thrones|415|Bronn|rides with|Tyrion
Game Of Thrones|415|Burned Men|feared|Timett
Game Of Thrones|415|Other Burned Men|feared|Timett
Game Of Thrones|418|Tyrion|said|Sorry to disappoint you
Game Of Thrones|418|Tywin|replied. By my lights|it was you who started this
Game Of Thrones|419|Tywin|declared|“No sword is strong until it’s been tempered”
Game Of Thrones|419|Tyrion|thinks that he might be able to deal with|Beric Dondarrion
Game Of Thrones|420|Conn of Coratt|is|Stone Crow
Game Of Thrones|421|Lord Tywin|is a|lord
Game Of Thrones|421|Lord Tywin|is of|clan
Game Of Thrones|421|Lord Tywin|tells|clansmen
Game Of Thrones|421|Lord Tywin|promises|chella daughter of cheyk
Game Of Thrones|421|Lord Tywin|promises|Ulf son of Umar
Game Of Thrones|421|Lord Tywin|says|Tyrion watched with a grim fascination
Game Of Thrones|421|Lord Tywin|replies|Chella adds
Game Of Thrones|422|Sansa|is a|daughter
Game Of Thrones|422|Sansa|is unguarded|within the Red Keep so long as she promised not to go beyond the walls
Game Of Thrones|422|Sansa|looks about nervously|within the court hall
Game Of Thrones|423|Joffrey Baratheon|is the number 1 producer of|gold
Game Of Thrones|423|Lord Stannis Baratheon|is the number 1 producer of|gold
Game Of Thrones|424|Janos Slynt|was relieved as|Lord Commander of the Kingsguard.
Game Of Thrones|425|King Aerys|before he was king|shielded by someone
Game Of Thrones|426|Sansa Stark|is a|lady
Game Of Thrones|426|Sansa Stark|is the daughter of|Eddard Stark
Game Of Thrones|428|Stark|is a|Stark of Winterfell
Game Of Thrones|428|Stark|is grieved about|Cat
Game Of Thrones|429|Littlefinger|was|mocking
Game Of Thrones|429|Ned Stark|had been|dreaming
Game Of Thrones|429|King Aerys|was|smiling
Game Of Thrones|429|Rhaegar Targaryen|wore|armor
Game Of Thrones|429|Jaime Lannister|made|vows
Game Of Thrones|430|Ned Stark|drank|wine
Game Of Thrones|431|Eddard|is a|lord
Game Of Thrones|431|Eddard|was betrothed|Joffrey
Game Of Thrones|431|Eddard|wrote|message
Game Of Thrones|431|Varys|would not free|Eddard
Game Of Thrones|431|Varys|delivered|message
Game Of Thrones|431|Varys|ends|are
Game Of Thrones|431|Varys|desired|peace
Game Of Thrones|432|Ned|was the honorable|man
Game Of Thrones|433|Ned|is a|man of honor
Game Of Thrones|433|Varys|is in league with|Littlefinger
Game Of Thrones|433|Varys|gave|long weary sigh
Game Of Thrones|433|Eddard Stark|serves|realm
Game Of Thrones|433|Eddard Stark|has|daughter
Game Of Thrones|435|Catelyn Tully|is the mother of|Robb Stark
Game Of Thrones|435|Robb Stark|honored every man in turn|listening to his lord father's advice
Game Of Thrones|435|Robb Stark|learned so much from|Ned Stark
Game Of Thrones|436|Twins|are a|fortress
Game Of Thrones|436|Frey|is located at the|Twins
Game Of Thrones|436|Frey|has been fighting|Lannisters
Game Of Thrones|436|Robb Stark|needs to find a crossing|Green Fork
Game Of Thrones|436|Blackfish|has found no way to cross|"Green Fork)
I: Catelyn warned them that Tywin Lannister would bring up his host and assault them from the rear while they were mounting their siege"
Game Of Thrones|437|Robb|plays|mandolin
Game Of Thrones|437|Robb|had best retreat back to|Moat Cailin
Game Of Thrones|437|Robb|deploys to meet|Lord Tywin
Game Of Thrones|437|Catelyn|has held|Riverrun
Game Of Thrones|437|Catelyn|is the mother of|Robb
Game Of Thrones|437|Lord Frey|pulls|Twins
Game Of Thrones|437|Lord Tywin|wants to fight|Lord Frey
Game Of Thrones|437|Freys|hold|crossing
Game Of Thrones|437|Freys|span|Green Fork
Game Of Thrones|437|Green Fork|runs|deep
Game Of Thrones|438|Twins|have|High curtain walls
Game Of Thrones|438|Catelyn|tells|cannot be assaulted by storm
Game Of Thrones|438|Robb|greets|Lord Walder's heir
Game Of Thrones|439|Catelyn Stark|is a|lady
Game Of Thrones|439|Catelyn Stark|is the daughter of|Lord Walder Frey
Game Of Thrones|439|Lord Walder Frey|is the father of|Catelyn Stark
Game Of Thrones|440|Catelyn|wants to cross|Riverrun
Game Of Thrones|440|Lord Walder Frey|is a bannerman of|Catelyn's father
Game Of Thrones|442|Arryn|is to foster|Jon
Game Of Thrones|443|Robb Stark|is betrothed to Elmar|Lord Walder's youngest son
Game Of Thrones|444|her|has a|son
Game Of Thrones|444|her|has thrown|the dice
Game Of Thrones|445|Mormont|has been wearing|gloves
Game Of Thrones|445|Mormont|has burned his hand|badly
Game Of Thrones|445|Mormont|has blisters|big as roaches
Game Of Thrones|445|Mormont|will have scars|but otherwise the hand should be as good as it was before
Game Of Thrones|446|Jon Snow|is a|bastard
Game Of Thrones|446|Jon Snow|curls his hand into|fist
Game Of Thrones|449|Jon Snow|was given|a sword
Game Of Thrones|449|Longclaw|is made of|Valyrian steel
Game Of Thrones|450|Ghost|his direwolf|slept beside the door to Jon's cell
Game Of Thrones|452|Lord Eddard Stark|is a|man)
Game Of Thrones|453|Old man|is a|maester
Game Of Thrones|453|Old man|was named for|Prince Aemon the Dragonknight
Game Of Thrones|454|Dany|rides her silver through|fields of the dead
Game Of Thrones|454|Dany|handmaids and men of her khas came after|smiling and jesting among themselves
Game Of Thrones|454|Jaqqa rhan moved among them|mercy men with heavy axes|taking a harvest of heads from the dead and dying alike
Game Of Thrones|454|Last of all the dogs would come sniffing|lean and hungry|feral pack that was never far behind the khalasar
Game Of Thrones|454|Sheep had been dead longest. There seemed to be thousands of them|black with flies|arrow shafts bristling from each carcass)
Game Of Thrones|455|Ogo|is a khal of|Drogo
Game Of Thrones|455|Khal Drogo|attacked|town
Game Of Thrones|455|second rider|takes place|girl
Game Of Thrones|455|khas|exchanged|look
Game Of Thrones|455|first man|done with|girl
Game Of Thrones|455|second man|takes place|girl
Game Of Thrones|456|Drogo|is seated before|square windowless temple with thick mud walls and bulbous dome
Game Of Thrones|456|Jhogo|rode off to find|Jhogo
Game Of Thrones|456|The Dothraki went sprawling in the mud|bounced up with a knife in his hand|and died with Aggo's arrow through his throat
Game Of Thrones|457|Drogo|is a|khal
Game Of Thrones|457|Drogo|speaks to|Haggo
Game Of Thrones|457|Jhiqui|helps|Dany
Game Of Thrones|457|Qotho|is crueler than|bloodriders
Game Of Thrones|457|Qotho|laughs at|Dany
Game Of Thrones|457|Mago|is from|Jhaqo
Game Of Thrones|457|Khal Drogo|has taken|spoils
Game Of Thrones|457|Khal Drogo|gives his warriors|wives
Game Of Thrones|457|Khal Drogo|reaches out to|Daenerys
Game Of Thrones|457|Danny|turns on|Qotho angrily
Game Of Thrones|458|Mirri Maz Duur|is a|godswife
Game Of Thrones|458|Mirri Maz Duur|teaches|healing
Game Of Thrones|458|Ser Jorah Mormont|named|Marwyn
Game Of Thrones|460|Drogo|spits on|pain
Game Of Thrones|460|Drogo|drinks what he likes|cohollo
Game Of Thrones|460|Qotho|says as the khal fares|so shall you
Game Of Thrones|461|Tywin|took his evening meal with|his chief knights
Game Of Thrones|461|Tywin|is Lord of|Casterly Rock
Game Of Thrones|461|Tywin|has a great crimson-and-gold standard waving overhead from|pike
Game Of Thrones|461|Tyrion|arrived late to|table
Game Of Thrones|461|Tyrion|filled his wine cup and watched|serving man carve into the pig
Game Of Thrones|461|Lord Lefford|leaned forward and spoke about|his savages and their reluctance
Game Of Thrones|462|Tyrion|had a thought|that Lord Tywin had not had first. Tyrion had skewered a chunk of meat on the point of his dagger and brought it to his mouth.
Game Of Thrones|463|Tyrion Lannister|is known as|Imp
Game Of Thrones|464|Shae|is a|maiden
Game Of Thrones|465|Tyrion|has a tent|with Shae
Game Of Thrones|466|Tyrion|owns|fine suit of heavy plate armor
Game Of Thrones|466|Tyrion|wears|mismatched armor
Game Of Thrones|467|Tywin Lannister|is a|lord
Game Of Thrones|467|Lord Tywin|commands|right wing
Game Of Thrones|468|Tyrion|rides|courser
Game Of Thrones|468|Tyrion|commanded by an unthinking brute who led with his rage|commands
Game Of Thrones|468|Tyrion|rode up and down the line|shouting and gesticulating
Game Of Thrones|469|Tyrion Lannister|plays|mandolin
Game Of Thrones|470|Tyrion|rode|horse
Game Of Thrones|471|Tyrion|was felled by|Tyrion
Game Of Thrones|471|Bronn|reined up|Tyrion
Game Of Thrones|472|Lannister|is seated by|river
Game Of Thrones|472|Tywin Lannister|sips wine from|jeweled cup
Game Of Thrones|472|Shagga|was slumped beneath a tree|riddled with arrows
Game Of Thrones|472|Tyrion left the living to look after the dead|sent Bronn to take charge of his captive knight|and went alone in search of his father
Game Of Thrones|473|Tywin Lannister|is the father of|Lord Cerwyn
Game Of Thrones|473|Tywin Lannister|is the father of|Tyrion
Game Of Thrones|473|Lord Cerwyn|is a|commander
Game Of Thrones|473|Ser Wylis Manderly|is a|Frey
Game Of Thrones|473|Harrion Karstark|is a|Stark
Game Of Thrones|474|Catelyn Stark|waited for|Robb Stark
Game Of Thrones|474|Robb Stark|for|wedding
Game Of Thrones|475|Catelyn Stark|is the mother of|Robb Stark
Game Of Thrones|475|Robb Stark|is a|Tall young man
Game Of Thrones|475|Ser Brynden|said Ser Jaime lacks|patience
Game Of Thrones|476|Catelyn Stark|is a|lady
Game Of Thrones|476|Hal Mollen|is a|man
Game Of Thrones|476|Robb Stark|is a|lord
Game Of Thrones|476|Robb Stark|has studied|maps
Game Of Thrones|476|Ser Jaime Lannister|is a|knight
Game Of Thrones|476|Ser Brynden Tully|is a|sergeant
Game Of Thrones|476|Ned Stark|is a|teacher
Game Of Thrones|477|Maege Mormont|war horn|call
Game Of Thrones|477|Greatjon|trumpet|vengeance
Game Of Thrones|477|Lord Karstark|war horns|mournful voices
Game Of Thrones|477|Grey Wind|answer|howling
Game Of Thrones|477|Robb Stark|arrows|screams
Game Of Thrones|477|Robb Stark|lance|sharpened steel
Game Of Thrones|477|Robb Stark|shout|Wintefell
Game Of Thrones|477|Bowmen|arrows|Night erupts
Game Of Thrones|478|Robb Stark|is riding|piebald gelding
Game Of Thrones|478|Robb Stark|has wound|from gash in head
Game Of Thrones|478|Robb Stark|commands|guard around him
Game Of Thrones|478|Robb Stark|looks away|same brooding look as Ned
Game Of Thrones|478|Robb Stark|said|Torrhen and Eddard
Game Of Thrones|478|Robb Stark|said|Daryn Hornwood
Game Of Thrones|478|Robb Stark|said|took sword from neck of Lord Karstark)
Game Of Thrones|478|Hal|announced|Kingslayer
Game Of Thrones|478|Lannister|said|from knees
Game Of Thrones|478|Greatjon|agreed|gesture
Game Of Thrones|478|Jaime Lannister|led away|bandaged and chained
Game Of Thrones|478|Galbart Glover|explained|Lannister killed sons of Lord Karstark
Game Of Thrones|479|snake|has a body|three quarters coiled around my father's castle
Game Of Thrones|480|Dany|watched|bloodflies
Game Of Thrones|480|Khal Drogo|did not react|bloodflies
Game Of Thrones|480|Drogo|missed|bloodflies
Game Of Thrones|481|Dany|said|reining up
Game Of Thrones|481|Dany|scrambled off|silver
Game Of Thrones|481|Danny|knelt|Drogo
Game Of Thrones|481|Qotho|said|“Blood of my blood”
Game Of Thrones|481|Khal Drogo groaned|struggling in|Dany’s arms
Game Of Thrones|481|Qotho defied Dany|and said|“You do not command me”
Game Of Thrones|482|Dany|demands|water
Game Of Thrones|482|Drogo|fell from|horse
Game Of Thrones|483|Dany|is a|khaleesi
Game Of Thrones|483|Dany|hugs|herself
Game Of Thrones|483|Khal Drogo|is in|blood
